A declaração estava assinada por Bento Gonçalves da Silva.,0
A decoração era à moda de Luís XV.,0
"A desgraça estava em caminho, talvez andasse perto.",0
A despesa foi de mil quinhentos e um cruzeiros.,0
A dignidade de governo começava a erigir-lhe os quadris.,0
A diretoria comunicou aos empregados a decisão.,0
A disposição das plantas não permite um esconderijo.,0
A ditadura impediu a publicação de muitos livros.,0
A dívida daquele país está por volta de duzentos bilhões de dólares.,0
A doação de alimentos do exterior foi necessária.,0
A documentação da qual precisavas já está pronta.,0
A doença se encontrava em estádio muito avançado.,0
"A dona de casa, em vez de ovos, comprou carne.",0
A dona-de-casa tinha comprado muitas frutas.,0
A Ecologia estuda as relações dos seres vivos com o ambiente em que vivem.,0
A economia uruguaia apóia-se principalmente nas atividades agropecuárias.,0
"A educação, meus amigos, é fundamental para o progresso do país.",0
A ele nada interessa.,0
A empregada cortou-se com a faca.,0
A empregada doméstica atendeu o pedido da patroa.,0
A empregada se encantou com o livro imaginário.,0
A empreiteira demoliu nosso antigo prédio.,0
A empresa pretende automatizar a produção.,0
A enfermeira assistia os acidentados.,0
A entrada é proibida.,0
A entrada é vedada a toda pessoa estranha.,0
A entrada será permitida mediante a entrega da passagem.,0
A equipe médica assiste ao paciente em sua convalescência.,0
A era atômica trouxe progresso e medo ao homem.,0
"A escola deve ensinar o que se fala, e não o que diz a gramática normativa.",0
A escrita foi inventada por volta de 3.000 a.C.,0
A Escritura diz: Honrarás teu pai e tua mãe.,0
A escultura era semelhante a um disco voador.,0
A espaçonave voltará à Terra no ano 2000.,0
A espada feriu fundo.,0
A essa 'Via Crucis' não faltou uma cruenta perseguição religiosa.,0
"A esta altura, já deve ter chegado o pacote.",0
A estas horas Ifigênia já deve estar dormindo.,0
A experiência foi belíssima.,0
A explicação foi dada grosso modo.,0
A explosão destruiu o prédio.,0
"A expressão genérica países Platinos engloba as repúblicas da Argentina, Uruguai e Paraguai.",0
"A fábrica garante o produto contra todos os defeitos de fabricação, inclusive os decorrentes de uso indevido.",0
A falta de chuvas vem provocando todo tipo de seqüelas à lavoura.,0
A feijoada tornou-se um hábito consagrado entre os paulistanos.,0
A feira inicia-se amanhã.,0
"A fera e o selvagem mediram-se mutuamente, com os olhos nos olhos um do outro.",0
A ferida foi reconhecida grave.,0
"A festa beneficente, realizada em meados de abril, contou com a presença de vários assessores do Governador.",0
A festa começa às 8 h.,0
A festa foi cancelada porque choveu muito.,0
"A festa foi cancelada, mas ninguém sabe por quê.",0
A festa não será a mesma sem ti e elas.,0
A festa que se realizou ontem acabou tarde.,0
A figura do coronel José Paulino encheu a sala.,0
A fila estava muito comprida.,0
A filha se espelha na mãe.,0
A filha tinha ciúmes da mãe.,0
"A fim de nos prejudicarem, eles fizeram isso.",0
"A fim de que tudo se esclareça, iremos lá amanhã.",0
"À folha 32 do processo, fez o juiz uma observação.",0
"À folha trinta e dois do processo, fez o juiz uma observação.",0
"A fome obriga o bandido a deixar o mato, como obriga as aves a emigrarem.",0
A fortuna começa a favorecer-nos.,0
A foto tinha nitidez.,0
A freqüência dos alunos às aulas é facultativa.,0
A fria neve deixou tudo branco.,0
A fria noite afugentava os transausentes.,0
A frustração cresce e a desesperança não cede.,0
A FUNAI informou Ter demarcado a reserva indígena.,0
A funcionária apenas obedecia às ordens do seu chefe.,0
A garota ficou com ânsias e teve de sair.,0
A garota nem se mexia: estava amarrada ao livro.,0
"A garota, decepcionada, tinha os olhos cheios de lágrimas.",0
"A garota, durante os estudos, esteve quieta.",0
"A garotada vai pôr olho gordo em você, hein?",0
"A garotinha entregou-lhe, tímida, a pequena lembrança.",0
A gasolina foi substituída pelo álcool.,0
A gatinha arranha o gatinho.,0
"A generosidade, o esforço e o amor ensinaste-os tu em toda a sua vida.",0
A Genética estuda as leis da transmissão dos caracteres hereditários.,0
"A gente da cidade, temendo a violência da rua, permanece em casa.",0
"A gente da cidade, temendo a violência da rua, permanecem em casa.",0
A gente foi embora.,0
A gente não deve esperar a felicidade bater à nossa porta.,0
A gente não fez a lição.,0
A gente não pode saber onde é.,0
A gente pode pô-los ao colo sem medo de sujar a roupa.,0
"A gente reparando, notava as diferenças.",0
A gente se encontra noutra hora.,0
A gente teve de acostumar com aquilo.,0
A grave doença não lhe roubou o interesse pela política.,0
"A gregos e troianos, poucos agradariam.",0
"A grita se levanta ao céu, da gente.",0
A guerra sino-belgo-soviética foi extremamente violenta.,0
A herança passou-lhe às mãos imediatamente.,0
A história do jogo deve ser dividida em dois estádios.,0
"A história que vou referir, só a sabemos, em parte.",0
A história se repete.,0
A homenagem está sendo entregue à pesquisadora neste momento.,0
A hora das refeições é sagrada.,0
A hora é suave para a minha dor.,0
A hora era de muito sol - o povo caçava jeito de ficarem debaixo da sombra das árvores de cedro.,0
A ida ao circo foi adiada.,0
A idade das crianças variava entre cinco e oito anos.,0
A idéia me veio quando ancorei o barco na ilha deserta.,0
A Igreja viveu verdadeira 'Via Crucis' no México.,0
A imigração italiana no Rio Grande do Sul iniciou-se nas últimas décadas do século XIX.,0
A inabilidade do motorista resultou em grave acidente.,0
A inauguração do cinema se deu ontem; a ela compareceram várias autoridades.,0
A incidência de câncer nos pulmões está relacionada com o vício do fumo.,0
"A indignação, a raiva, o ódio tomaram conta de seu coração.",0
A industrialização do Uruguai tem sido prejudicada pela falta de matérias-primas.,0
A inexperiência da mocidade ocasiona a sua originalidade.,0
A inflação apena todos os assalariados.,0
A inflação é um estigma para a sociedade.,0
A inflação muito preocupa Pedro.,0
A instalação do Sistema ABE Remoto segue o padrão de instalação dos demais sistemas da rede.,0
A integração entre o Brasil e a Argentina ficou impedida de se concretizar durante quase dois séculos pelos preconceitos e burrices nacionalistas.,0
A intenção é trabalhar de acordo com a emoção do momento.,0
A intervenção do deputado foi inconveniente.,0
"A irmã de Cecília olhava, mas sem ver.",0
A jogadora ficou furiosa com o juiz.,0
"A jovem cujo irmão venceu a corrida, sentiu-se bastante feliz.",0
A jovem demonstrava inclinação pela ciência.,0
A jovem e a sua amiga seguiram a pé.,0
A justiça declarou culpados o réu e a ré.,0
A lâmpada acendeu-se.,0
A lâmpada estava acesa.,0
A lancha ia voltando da ilha.,0
A lei punirá qualquer discriminação atentatória dos direitos e liberdades fundamentais.,0
A lei só poderá restringir a publicidade dos atos processuais quando a defesa da intimidade ou o interesse social o exigirem.,0
A leitura de jornais é aconselhável a um bom profissional.,0
A lembrança de Madalena persegue-me.,0
A lição é feita pelo aluno.,0
A liderança de Ivã sobre os companheiros é total.,0
A linda jovem tinha olhos verdes.,0
A linguagem captada na boca do povo é a verdadeira realização lingüística.,0
A linguagem gíria servirá como elemento identificador.,0
A lista de ofertas vai inclusa ao pacote.,0
A loja ficará aberta de segunda a sábado.,0
A lua a estrada solitária banha.,0
A lua torna a noite iluminada.,0
A lua transforma a noite dos namorados.,0
A luz apagou-se.,0
A luz aumentou e espalhou-se na campina.,0
A maçã foi cortada pelo menino.,0
A madeira não foi usada porque apresenta muitos nódulos.,0
A madeira parecia ter-se petrificado.,0
A mãe amava-o muito e não queria seu mal.,0
A mãe e a filha foram operadas do apêndice.,0
A mãe fez tudo para que o filho se sossegasse.,0
A mãe já deitou o filho no berço.,0
A mãe não dizia nada a ninguém.,0
A mãe sempre o chamava preguiçoso e malcriado.,0
A mãe suspirava suave.,0
A mãe tinha coberto as crianças com duas mantas.,0
A mágoa e a dor lhe ressuscitou o entendimento.,0
A maior parte dos alunos não compareceu ao colégio.,0
A maior parte dos animais escaparam.,0
A maior parte dos homens não quer salvar-se.,0
A maior parte dos moradores infelizmente acredita nos feitiços e bruxarias.,0
A maior parte dos telespectadores não gostaram da apresentação.,0
A maior parte dos telespectadores não gostou da apresentação.,0
A maior parte recusou-se a segui-lo.,0
A maioria das pessoas assistiu ao espetáculo.,0
A maioria das pessoas prefere o futebol ao tênis.,0
A maioria dos alunos foi à excursão.,0
A maioria dos alunos foram à excursão.,0
A maioria dos alunos votaram contra a proposta.,0
A maioria dos imigrantes italianos radicou-se em São Paulo.,0
A maioria dos poetas procura uma marca poética própria.,0
A maioria dos produtos químicos usados na agricultura se torna extremamente tóxica quando usada em concentrações superiores ao normal.,0
A maioria dos professores faltaram.,0
A maioria dos professores faltou.,0
A maioria eram rapazes.,0
A mala está vazia; é carregada com facilidade.,0
A maneira como responde ao professor é estranha.,0
A maneira de ele falar impressionava a todos.,0
"A manga da minha camisa se apegou à maçaneta da porta, rasgando-se.",0
A mania de grandezas tinha exemplares notáveis.,0
A mão trêmula da velha tateou o bolso da saia.,0
À margem do rio ergue-se o velho ingazeiro.,0
A mascote do navio era um filhote de quati.,0
A medida não agradou à população.,0
"À medida que a epidemia se espalhava, o número de óbitos crescia.",0
"À medida que a reunião avançava, ele se atrasava para o encontro.",0
"À medida que as provas se aproximam, ele vai ficando nervoso.",0
"À medida que cresce, ele fica mais magro.",0
"À medida que escurece, a cidade se acalma.",0
"À medida que falava, ia ficando irritado.",0
"À medida que não tenham ficado claras as acusações, todos estão sob suspeita.",0
"À medida que o professor falava, os alunos iam dormindo.",0
"À medida que o tempo passa, sinto-me cada vez mais preguiçoso.",0
"À medida que passa o efeito da anestesia, a dor aumenta.",0
A menina chegou alegre hoje.,0
A menina cortou-se.,0
A menina cresceu com ódio à babá.,0
A menina disse: muito obrigada.,0
A menina dizia que sentia dores de estômago.,0
A menina encostou a cabeça ao ombro da mãe e adormeceu.,0
A menina gosta de laranja.,0
A menina tinha desengonçados os braços e as pernas.,0
A menina tomava o sorvete descalça.,0
A menina tomava o sorvete gelado.,0
A menor distância entre dois pontos é uma reta.,0
"A menos que cessem as hostilidades, os dois países poderão entrar em guerra novamente.",0
A mensagem foi entregue diretamente ao comandante.,0
A mesa era de mármore.,0
À mesa espiávamos jogarem baralho.,0
A mestra parecia zangada.,0
"A metonímia nasce, ao contrário da metáfora, de uma relação objetiva entre o plano de base e o plano simbólico do termo.",0
"A meu ver, está tudo errado.",0
"A meu ver, o projeto não está correto.",0
"A meu ver, só existem duas coisas para ela: estudar e tocar piano.",0
"A mim, nada me importa.",0
A minha amada veio impassível.,0
A moça caminhava falando consigo mesma.,0
A moça deu parte ao delegado que o rapaz a desrespeitou.,0
A moça era mesmo bonita.,0
A moça escondeu-se atrás da cortina.,0
A moça está meio abatida.,0
A moça estava ali havia muito tempo.,0
"A moça estava meio preocupada com o vencimento das contas, afinal ela mesma teria que pagá-las.",0
A moça ia no ônibus muito contente desta vida.,0
A moça me disse ontem que a lua estava linda.,0
A moça não tem nada de misterioso.,0
A moça ocultava alguma coisa de misterioso.,0
A moça que morava nos meus sonhos era mesmo bonita!,0
A moça surda-muda.,0
"A moça, cuja mãe é professora, quer fazer Odontologia.",0
A modelo posou o dia todo.,0
A modinha é a mais genuína expressão da poesia nacional e o violão é o instrumento que ela pede.,0
A molecada corria pelas ruas e atiravam pedras nas vidraças.,0
A morte do presidente penalizou toda a população brasileira.,0
A mulher avisou a todos que não saíssem de casa.,0
A mulher de quem eu cuido dela está doente.,0
A mulher deu parte à polícia que a vizinha a ofendeu.,0
A mulher enfiou o dedo no pote de cola e baixou-o de leve nas lantejoulas do pires.,0
A mulher o chateava demasiadamente.,0
A mulher o deixou.,0
A mulher usava sapatos gelo.,0
"A mulher, a cuja filiação se unira, esgotava-se em lágrimas.",0
A multidão de fãs gritaram.,0
A multidão de fãs gritou.,0
A multidão gritou pelo rádio.,0
"A natureza, estamos aprendendo, não é uma força sobre a qual devemos triunfar, mas um meio para nossa transformação.",0
"A navalha com que você se cortou, não era de aço.",0
A neblina foi-se e o galo cantou.,0
A negra de broche servia o café.,0
"A noite caía, e o baile começou.",0
A noite convidava-o para andar.,0
A noite escura refletia meu coração em flagelo!,0
"A noite estava fria, mas as crianças brincavam na rua.",0
À noite me telefonou e me animou a chegar à janela.,0
"À noite, as ruas da vila são como um deserto.",0
"À noite, o mundo é bonito como se não houvesse desacordo, aflições, ameaças.",0
"À noite, os vaga-lumes emitem luz fria; um mistério a assombrar os sábios.",0
"À noite, todos os operários voltaram à fábrica e só deixaram o serviço às dez horas.",0
"À noite, todos os operários voltaram à fábrica e só deixaram o serviço à uma hora da manhã.",0
"À noite, todos os operários voltaram à fábrica e só deixaram o serviço às dez horas.",0
"À noite, todos os operários voltaram à fábrica e só deixaram o serviço à uma hora da manhã.",0
"À noite, todos os operários voltaram à fábrica e só deixaram o serviço às dez horas.",0
"À noite, todos os operários voltaram à fábrica e só deixaram o serviço à uma hora da manhã.",0
"À noite, todos os operários voltaram à fábrica e só deixaram o serviço às dez horas.",0
"À noite, todos os operários voltaram à fábrica e só deixaram o serviço à uma hora da manhã.",0
"À noitinha, a mãe chegou, viu a caixa, mostrou-se satisfeita, dando a impressão de que já esperava a entrega do volume.",0
A nossa chegada à cidade foi tumultuada.,0
A nossa grande esperança era que eles nos ajudassem.,0
A nossa terra é capaz de produzir tudo que é necessário para o estômago mais exigente.,0
A nossa vinda ao colégio foi antecipada pelo diretor.,0
A notícia corria de boca em boca.,0
A notícia foi sabida de todos.,0
"A notícia foi transmitida por um adjunto a imprensa, no Vaticano.",0
A notícia não agradou ao presidente.,0
A notícia segundo a qual ele havia morrido é falsa.,0
A nova máquina necessitava de que os funcionários supervisionassem mais o trabalho.,0
"A noz, o burro, o sino, o preguiçoso, nenhum sem pancada faz o seu ofício.",0
A obediência aos avós não era observada naquela família.,0
A ocasião não é favorável a grandes investimentos.,0
A ocorrência das interferências leva-nos a concluir que existe uma relação profunda entre homem e sociedade que os torna mutuamente dependentes.,0
A ofensa do torcedor irritou o juiz.,0
A onça pediu ao gato que a ensinasse a pular e o gato prontamente a ensinou.,0
"A ordenança do coronel cumpriu ordens, apenas isso.",0
A orquestra tocou uma valsa dolente.,0
A osteoporose é uma doença que fragiliza os ossos e os torna facilmente quebráveis.,0
"A osteoporose é uma doença que fragiliza os ossos, os quais se quebram com facilidade.",0
"A osteoporose é uma doença que fragiliza os ossos, quebrando-se com facilidade.",0
A outra turma vai se reunir com a gente às 10 h.,0
"A paciência, muito rara em Otávio, foi decisiva naquele momento.",0
A padaria está fechada hoje.,0
A paisagem na Antártida é completamente insólita.,0
A paisagem se impregnava de Morte.,0
A paisagem tem beleza.,0
A palavra mais amarga é esta: traidor.,0
A palidez é a minha cor natural.,0
A Paraíba é uma bela fragata.,0
A parede era perpendicular ao muro.,0
"A partir da meia-noite, os fantasmas saem a passeio.",0
"A partir das idéias do Prof. Shapovalov, podemos agora formular novas hipóteses para o comportamento das curvas de potencial quando se alterava a quantidade de ácido da subfase.",0
"A partir de amanhã, tudo mudará.",0
A partir de hoje até eu vou colocar-me entre ti e ela.,0
"A Patagônia é a região mais desabitada da Argentina, com poucas cidades e povoados.",0
A pátria não é ninguém: a pátria são todos.,0
A pátria não é ninguém: são todos.,0
A paz e a tranqüilidade reinava naquele lugar.,0
A paz manteria a bandeira do Brasil viva.,0
"A pele moreno-clara e os cabelos pretos, lisos e lustrosos chegavam até os meio das costas.",0
A pele moreno-clara e os cabelos pretos.,0
A pequena casa de madeira foi construída a machado.,0
A permanência de Virgílio e Filipe no aeroporto foi comentada.,0
A pesca é proibida neste lago?,0
A pesquisa necessitava de mais material à disposição dos pesquisadores.,0
A pesquisa prova apenas que a sexualidade é condicionada à classe social.,0
A pessoa com quem me casei é muito especial.,0
A pessoa que conheço não é esta e sim a que está lá.,0
A pessoa que vai ler estas cartas não importa.,0
A pia da cozinha está quebrada.,0
A pipa azul-celeste ficou emaranhada no galho do chapéu-de-sol.,0
"A platéia e o orador atrevidos, ambos receberam a mesma punição.",0
A platéia ficou um pouco revoltada.,0
"A pobreza destes meninos é tamanha, que só falta comerem terra.",0
"A poesia há de sempre viver, porque o sentimento sempre há de existir.",0
A polícia executará hoje uma operação pente-fino.,0
A polícia já se valeu de fotos publicadas em jornais e revistas mostrando cenas de saques para prender os jovens.,0
"A polícia prendeu todos, isto é, o pai e os filhos.",0
A polícia.,0
"A política brasileira, de 1930 até nossos dias, passou por vários estádios.",0
"A população da Argentina é, em sua maioria, de origem espanhola ou italiana.",0
"A população do Uruguai é, em sua grande maioria, de origem européia.",0
A porta abre com esta chave.,0
A porta está meio aberta.,0
"À porta, velhotes inofensivos diziam gracinhas às moças e senhoras que passavam.",0
A praça da República foi invadida pelos turistas.,0
A praça ficou cercada pela polícia.,0
A praça foi enfeitada para a festa.,0
"A prática do racismo constitui crime inafiançável e imprescritível, sujeito à pena de reclusão.",0
A prática estimula a reflexão filosófica independentemente da leitura.,0
A prefeitura construirá novas galerias para águas pluviais.,0
A prefeitura exigiu que as despesas fossem pagas.,0
A presença de bactérias e toxinas no organismo provoca alterações respiratórias.,0
A pressão da água sobre os mergulhadores era enorme.,0
A prima anda doente.,0
A primeira dama apela para todos os cidadãos a fim de que enviem cobertores aos pobres.,0
"A primeira pessoa da fila pode entrar, por favor!",0
A primeira vez que vi Tereza achei que ela tinha pernas estúpidas.,0
A primeira vista parece fácil identificar um ser vivo.,0
A princípio a conversa foram só as notícias da fazenda.,0
"A princípio estávamos juntos, mas esta desgraçada profissão no distanciou.",0
A prisão de qualquer pessoa e o local onde se encontre serão comunicados imediatamente ao juiz competente e à família do preso ou à pessoa por ele indicada.,0
A procura de Pedro foi intensa.,0
A produção de gás natural na Argentina é bastante grande e ultrapassa as necessidades internas de consumo.,0
A produção mineral da Argentina é pequena.,0
A professora continuou a leitura.,0
A professora continuou irritada.,0
A professora lhe disse: muito obrigada.,0
A professora só criticou um fato: que ninguém a apoiou.,0
A promessa de Inês e Luísa não foi levada a sério.,0
A promoção veio ao encontro de seus desejos.,0
A proposta de cortes nas bolsas de estudos não agradou aos jovens.,0
A proposta é que voltemos à casa de Tiago.,0
A proposta interessava ao menino.,0
A própria Josefina esteve aqui.,0
"A própria Josefina, ela mesma, esteve aqui.",0
A prova de Matemática foi muito fácil.,0
A prova de ontem foi mais fácil que a de hoje.,0
A prova de que participou foi anulada.,0
A pureza e a ingenuidade não leva ninguém ao abismo.,0
A quais jogos assistiremos no próximo domingo?,0
A quais jogos viste no último campeonato?,0
A quantos telefonemas atendemos ontem?,0
A que horas você acordou?,0
A que horas vocês se deitam todos os dias?,0
A que horas vocês se levantam todos os dias?,0
"A que lei obedeces, à dos homens ou à de Deus?",0
A quem descobriste naquela multidão?,0
A quem não perdoaria aquela santa?,0
A quem o livro foi remetido?,0
A quem pertencem essas canetas?,0
A quem se deve entregar um requerimento nesta seção?,0
"A questão é a existência física, ou não, da percepção extra-sensorial.",0
A questão é fácil de resolver.,0
"A questão é socio-político-econômica, não apenas burocrática ou administrativa.",0
A questão não tem nada a ver com você.,0
A quina está acumulada em cinqüenta milhões.,0
A rainha guardou as raízes no baú.,0
A reação química foi comprovada a posteriori.,0
A realidade das pessoas pode mudar.,0
A reclamação foi apresentada ao Procon.,0
"A República Federativa do Brasil buscará a integração econômica, política, social e cultural dos povos da América Latina, visando à formação de uma comunidade latino-americana de nações.",0
A resistência se tornava impossível.,0
A resposta do professor não o satisfez.,0
A resposta que recebemos foi um não gigante.,0
A restrição às importações deste ano foi duramente criticada.,0
A reunião atrasou tanto que ele se atrasou para o encontro.,0
A reunião começará a partir dos dez para as oito.,0
A revisão da prova foi feita por você.,0
"A revisão do passado é uma forma de fugir de rótulos, estigmas e ingenuidades.",0
A revista está em meu poder.,0
"A rigor, o tempo corre do mesmo modo, quer o desperdicemos, quer o economizemos.",0
"A riqueza de raciocínio é sempre presente nos teus trabalhos, Roberta.",0
"A rotina de Clara inclui dar aulas dois dias por semana na Universidade Federal do Rio de Janeiro (UFRJ), atender no divã três dias por semana e, nas horas vagas...",0
A roupa parece velha.,0
"A rua está deserta, pois hoje é domingo.",0
A rua esteve interditada pela procissão.,0
"A rua virava um campo, onde jogávamos futebol.",0
"A ruptura é aquilo que altera, que modifica, impõe uma nova ordem.",0
